"CBSA","CBSA Code","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Rocky Mount, NC","40580",1985,219,111,74,31,3,0,0,169,112,50,0,0,219,0,0,0
"Rutland, VT","40860",1985,251,202,47,1,1,0,0,165,61,30,0,0,0,221,0,30
"Sacramento--Roseville--Arden-Arcade, CA","40900",1985,365,62,182,73,30,18,0,259,164,80,172,26,166,1,0,0
"Safford, AZ","40940",1985,69,58,11,0,0,0,0,78,55,20,0,0,0,37,0,32
"Saginaw, MI","40980",1985,361,324,34,3,0,0,0,135,51,19,116,0,0,206,0,39
"Salem, OH","41400",1985,347,170,95,70,12,0,0,194,123,54,0,0,0,299,0,48
"Salem, OR","41420",1985,359,296,54,6,3,0,0,170,69,34,218,0,141,0,0,0
"Salinas, CA","41500",1985,365,321,35,8,1,0,0,154,57,38,1,81,283,0,0,0
"Salisbury, MD-DE","41540",1985,364,177,98,67,21,1,0,214,134,54,0,0,199,165,0,0
"Salt Lake City, UT","41620",1985,365,65,175,113,8,4,0,247,125,81,18,87,79,175,0,6
"San Antonio-New Braunfels, TX","41700",1985,364,271,78,12,3,0,0,195,69,40,88,23,209,0,0,44
"San Diego-Carlsbad, CA","41740",1985,365,57,118,86,69,35,0,266,200,103,6,120,237,2,0,0
"San Francisco-Oakland-Hayward, CA","41860",1985,365,157,169,28,10,1,0,201,103,57,71,185,101,8,0,0
"San Jose-Sunnyvale-Santa Clara, CA","41940",1985,365,203,103,39,16,4,0,223,122,48,110,0,255,0,0,0
"San Juan-Carolina-Caguas, PR","41980",1985,365,167,198,0,0,0,0,90,65,52,344,0,0,8,0,13
"San Luis Obispo-Paso Robles-Arroyo Grande, CA","42020",1985,365,254,100,10,1,0,0,156,79,44,5,69,248,43,0,0
"Santa Cruz-Watsonville, CA","42100",1985,359,328,27,3,1,0,0,156,48,33,0,0,355,0,0,4
"Santa Fe, NM","42140",1985,341,337,4,0,0,0,0,62,34,18,341,0,0,0,0,0
"Santa Maria-Santa Barbara, CA","42200",1985,365,145,185,27,7,1,0,237,100,57,57,108,190,10,0,0
"Santa Rosa, CA","42220",1985,365,317,42,4,2,0,0,164,58,37,42,138,185,0,0,0
"Scottsboro, AL","42460",1985,333,231,77,25,0,0,0,139,91,34,0,0,0,333,0,0
"Scranton--Wilkes-Barre--Hazleton, PA","42540",1985,365,160,166,34,5,0,0,179,102,53,4,104,148,107,0,2
"Seattle-Tacoma-Bellevue, WA","42660",1985,365,64,218,74,9,0,0,200,121,69,125,53,24,141,0,22
"Sheboygan, WI","43100",1985,360,297,44,15,4,0,0,176,71,31,0,0,308,52,0,0
"Sheridan, WY","43260",1985,54,22,30,2,0,0,0,126,85,54,0,0,0,0,0,54
"Shreveport-Bossier City, LA","43340",1985,354,259,69,18,7,1,0,204,90,41,0,0,348,6,0,0
"Sierra Vista-Douglas, AZ","43420",1985,365,84,48,77,156,0,0,200,200,135,44,0,24,287,0,10
"Silver City, NM","43500",1985,359,276,47,24,12,0,0,194,103,14,0,0,0,359,0,0
"South Bend-Mishawaka, IN-MI","43780",1985,359,213,98,40,8,0,0,190,108,46,8,0,194,138,0,19
"Spartanburg, SC","43900",1985,311,236,62,12,1,0,0,151,80,37,0,0,311,0,0,0
"Spokane-Spokane Valley, WA","44060",1985,365,124,197,30,11,3,0,223,109,64,273,0,71,8,0,13
"Springfield, IL","44100",1985,365,227,102,25,11,0,0,199,100,45,67,0,202,96,0,0
"Springfield, MA","44140",1985,365,93,164,84,19,5,0,242,128,71,21,33,92,217,0,2
"Springfield, MO","44180",1985,364,202,76,65,21,0,0,200,129,47,17,4,181,159,0,3
"Springfield, OH","44220",1985,360,275,66,15,4,0,0,166,87,39,0,0,302,58,0,0
"St. Cloud, MN","41060",1985,98,91,7,0,0,0,0,68,44,21,0,0,0,0,0,98
"St. Joseph, MO-KS","41140",1985,281,156,125,0,0,0,0,86,67,46,0,0,0,0,0,281
"St. Louis, MO-IL","41180",1985,365,3,88,196,72,6,0,219,172,118,1,6,41,315,0,2
"Staunton-Waynesboro, VA","44420",1985,333,278,39,15,1,0,0,195,67,29,0,0,155,178,0,0
"Steamboat Springs, CO","44460",1985,123,99,24,0,0,0,0,67,55,34,0,0,0,0,0,123
"Stockton-Lodi, CA","44700",1985,363,215,92,33,20,3,0,207,122,44,65,85,213,0,0,0
"Sumter, SC","44940",1985,189,182,7,0,0,0,0,81,26,9,0,0,0,189,0,0
"Syracuse, NY","45060",1985,365,108,139,68,48,2,0,209,195,74,92,0,42,223,0,8
"Tallahassee, FL","45220",1985,359,340,19,0,0,0,0,100,44,26,0,0,359,0,0,0
"Tampa-St. Petersburg-Clearwater, FL","45300",1985,365,45,157,129,33,1,0,204,149,94,45,8,69,243,0,0
"Terre Haute, IN","45460",1985,365,34,133,150,48,0,0,200,164,104,0,0,27,335,0,3
"Toledo, OH","45780",1985,365,148,148,60,9,0,0,183,115,58,44,0,104,215,0,2
"Topeka, KS","45820",1985,295,282,13,0,0,0,0,97,45,31,0,0,295,0,0,0
"Trenton, NJ","45940",1985,363,212,95,30,18,8,0,221,126,45,73,0,200,85,0,5
"Tucson, AZ","46060",1985,365,53,220,75,17,0,0,200,136,74,132,22,141,50,0,20
"Tulsa, OK","46140",1985,365,100,158,91,16,0,0,200,122,67,2,43,97,223,0,0
"Ukiah, CA","46380",1985,156,155,1,0,0,0,0,54,42,29,0,0,156,0,0,0
"Urban Honolulu, HI","46520",1985,365,283,70,12,0,0,0,111,70,34,199,0,36,126,0,4
"Utica-Rome, NY","46540",1985,334,311,20,3,0,0,0,122,45,30,0,0,334,0,0,0
"Vallejo-Fairfield, CA","46700",1985,365,296,61,7,1,0,0,154,69,38,47,131,184,3,0,0
"Vincennes, IN","47180",1985,365,128,115,102,20,0,0,200,126,67,0,0,98,267,0,0
"Vineland-Bridgeton, NJ","47220",1985,358,228,73,32,24,1,0,209,133,43,0,0,271,87,0,0
"Virginia Beach-Norfolk-Newport News, VA-NC","47260",1985,365,165,148,44,7,1,0,204,108,52,14,31,191,126,0,3
"Visalia-Porterville, CA","47300",1985,361,124,97,49,75,16,0,208,187,77,6,130,220,5,0,0
"Walterboro, SC","47500",1985,48,34,11,3,0,0,0,150,84,37,0,0,48,0,0,0
"Washington, IN","47780",1985,306,159,78,56,13,0,0,200,121,49,0,0,0,306,0,0
"Washington, NC","47820",1985,341,282,40,17,2,0,0,198,70,14,0,0,0,341,0,0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","47900",1985,365,41,204,79,33,8,0,220,154,77,61,81,137,86,0,0
"Watertown-Fort Atkinson, WI","48020",1985,175,124,37,12,1,1,0,204,93,43,0,0,175,0,0,0
"Wausau, WI","48140",1985,365,113,84,116,52,0,0,200,163,91,0,0,52,313,0,0
"Weirton-Steubenville, WV-OH","48260",1985,365,9,74,215,66,1,0,205,168,119,1,0,0,360,0,4
"Wheeling, WV-OH","48540",1985,365,68,119,144,34,0,0,200,149,100,4,4,40,317,0,0
"Wichita, KS","48620",1985,365,223,128,13,1,0,0,154,82,45,206,0,159,0,0,0
"Williamsport, PA","48700",1985,351,272,63,12,3,1,0,208,80,38,0,0,248,103,0,0
"Williston, ND","48780",1985,350,335,14,1,0,0,0,110,36,13,0,0,0,266,0,84
"Wilmington, NC","48900",1985,227,149,65,13,0,0,0,147,84,44,0,0,227,0,0,0
"Winston-Salem, NC","49180",1985,365,241,92,29,3,0,0,187,97,44,43,77,194,51,0,0
"Worcester, MA-CT","49340",1985,365,234,100,25,5,1,0,228,95,43,36,0,162,158,0,9
"Yakima, WA","49420",1985,341,303,28,8,2,0,0,171,52,22,311,0,0,0,0,30
"York-Hanover, PA","49620",1985,359,194,112,37,16,0,0,195,112,49,0,157,133,68,0,1
"Youngstown-Warren-Boardman, OH-PA","49660",1985,365,148,148,60,9,0,0,185,112,57,11,0,148,194,0,12
"Yuba City, CA","49700",1985,207,106,59,33,9,0,0,179,119,49,0,0,207,0,0,0
"Yuma, AZ","49740",1985,322,258,53,7,4,0,0,169,67,31,157,0,143,0,0,22
